"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"0400000US44","Rhode Island","800798","6226","170897","4222","174988","3577","272691","3337","182222","1705","382238","4242","418560","3164","672350","5610","49321","3512","21204","2380","N","N","N","N","32099","5112","22611","4055","92534","5105","624256","2661","27246","3481","47812","5240","232214","8329","168315","8242","65507","5118","159742","7236","99962","4528","725740","8174","259704","8328","765195","6222","73876","5930","691319","7539","72251","1676","(X)","(X)","21.3","0.4","21.9","0.4","34.1","0.4","22.8","0.3","47.7","0.3","52.3","0.3","84.0","0.7","6.2","0.4","2.6","0.3","N","N","N","N","4.0","0.6","2.8","0.5","11.6","0.6","78.0","0.6","3.4","0.4","6.0","0.7","29.0","1.1","21.0","1.0","8.2","0.6","19.9","0.9","12.5","0.5","90.6","0.8","32.4","1.0","(X)","(X)","9.7","0.8","90.3","0.8","(X)","(X)"
"0400000US45","South Carolina","3892341","8830","780150","5638","893137","6794","1292332","6727","926722","3108","1847097","5016","2045244","6174","2713298","5923","1032337","5837","45305","2912","N","N","N","N","28425","4004","55755","5253","111138","6380","2642359","3183","107252","6275","320813","11241","1144704","15663","889024","17093","363534","9496","676306","14040","390708","10371","3464276","14524","1067014","15812","3775094","8582","454545","16388","3320549","18078","56514","865","(X)","(X)","20.0","0.1","22.9","0.2","33.2","0.2","23.8","0.1","47.5","0.1","52.5","0.1","69.7","0.1","26.5","0.1","1.2","0.1","N","N","N","N","0.7","0.1","1.4","0.1","2.9","0.2","67.9","0.1","2.8","0.2","8.2","0.3","29.4","0.4","22.8","0.4","9.3","0.2","17.4","0.4","10.0","0.3","89.0","0.3","27.4","0.4","(X)","(X)","12.0","0.4","88.0","0.4","(X)","(X)"
"0400000US46","South Dakota","653394","3086","134495","2445","156508","2366","208953","2362","153438","1242","327804","2424","325590","2308","575570","1825","9704","2011","5933","1582","N","N","N","N","2045","771","N","N","15345","1211","564855","980","14136","2021","37135","3231","201503","6636","148163","6004","73980","3882","125635","5757","52842","3995","602123","4829","178477","7514","629200","3096","67163","4537","562037","5349","60242","1591","(X)","(X)","20.6","0.3","24.0","0.3","32.0","0.4","23.5","0.2","50.2","0.3","49.8","0.3","88.1","0.4","1.5","0.3","0.9","0.2","N","N","N","N","0.3","0.1","N","N","2.3","0.2","86.4","0.4","2.2","0.3","5.7","0.5","30.8","1.0","22.7","0.9","11.3","0.6","19.2","0.9","8.1","0.6","92.2","0.6","27.3","1.2","(X)","(X)","10.7","0.7","89.3","0.7","(X)","(X)"
"0400000US47","Tennessee","5129580","9861","1064681","6716","1213196","5818","1722862","5567","1128841","4067","2456302","7327","2673278","6901","4094840","7475","850333","5945","64607","3192","N","N","N","N","27620","2949","74875","5481","128372","7489","4001008","4266","167764","8332","394098","11940","1652030","21776","1167118","16347","377624","11150","884595","16016","486351","12118","4567718","16215","1370946","17553","4992881","9804","595441","16441","4397440","18088","56412","664","(X)","(X)","20.8","0.1","23.7","0.1","33.6","0.1","22.0","0.1","47.9","0.1","52.1","0.1","79.8","0.1","16.6","0.1","1.3","0.1","N","N","N","N","0.5","0.1","1.5","0.1","2.5","0.1","78.0","0.1","3.3","0.2","7.7","0.2","32.2","0.4","22.8","0.3","7.4","0.2","17.2","0.3","9.5","0.2","89.0","0.3","26.7","0.3","(X)","(X)","11.9","0.3","88.1","0.3","(X)","(X)"
"0400000US48","Texas","18875542","40970","4434869","20301","4965420","26540","5961275","23700","3513978","10492","9232534","23710","9643008","24757","14273222","40315","2524172","17359","739788","13030","107161","6755","14892","1881","791877","23553","424430","15124","5837138","34736","9457742","11094","741957","15540","1363517","22343","5073321","47362","4728702","40375","1471953","28440","3680158","36218","1815934","26445","16770068","45162","5496092","44688","18380838","40697","1946292","33976","16434546","53015","66974","383","(X)","(X)","23.5","0.1","26.3","0.1","31.6","0.1","18.6","0.1","48.9","0.1","51.1","0.1","75.6","0.1","13.4","0.1","3.9","0.1","0.6","0.1","0.1","0.1","4.2","0.1","2.2","0.1","30.9","0.1","50.1","0.1","3.9","0.1","7.2","0.1","26.9","0.2","25.1","0.2","7.8","0.1","19.5","0.2","9.6","0.1","88.8","0.1","29.1","0.2","(X)","(X)","10.6","0.2","89.4","0.2","(X)","(X)"
"0400000US49","Utah","2134249","6329","577652","5026","612709","4315","585098","4303","358790","2167","1065672","4759","1068577","4918","1937546","7982","20064","1836","40075","2765","24084","2006","18894","2117","44219","4802","49367","5447","205178","6002","1791543","2703","31069","3132","107176","5655","521613","12982","611383","12176","205700","6170","450818","11885","206490","6462","1996004","8462","657308","14405","2098305","6384","166327","8111","1931978","9908","76807","996","(X)","(X)","27.1","0.2","28.7","0.2","27.4","0.2","16.8","0.1","49.9","0.2","50.1","0.2","90.8","0.3","0.9","0.1","1.9","0.1","1.1","0.1","0.9","0.1","2.1","0.2","2.3","0.3","9.6","0.3","83.9","0.3","1.5","0.1","5.0","0.3","24.4","0.6","28.6","0.6","9.6","0.3","21.1","0.5","9.7","0.3","93.5","0.3","30.8","0.7","(X)","(X)","7.9","0.4","92.1","0.4","(X)","(X)"
"0400000US50","Vermont","498705","2756","101619","1862","103070","1234","169970","1268","124046","990","244340","1643","254365","1862","476833","1339","5062","1074","4956","1522","N","N","N","N","N","N","N","N","8000","769","471236","1021","8276","1479","24462","2501","148152","5213","100943","4635","40718","2877","106339","4089","69815","3589","465967","3200","176154","5473","476653","2771","47099","3470","429554","4266","63097","1747","(X)","(X)","20.4","0.3","20.7","0.2","34.1","0.3","24.9","0.2","49.0","0.2","51.0","0.2","95.6","0.5","1.0","0.2","1.0","0.3","N","N","N","N","N","N","N","N","1.6","0.2","94.5","0.5","1.7","0.3","4.9","0.5","29.7","1.1","20.2","0.9","8.2","0.6","21.3","0.8","14.0","0.7","93.4","0.5","35.3","1.1","(X)","(X)","9.9","0.7","90.1","0.7","(X)","(X)"
"0400000US51","Virginia","6226623","14924","1300940","8315","1512208","9987","2088765","8595","1324710","4496","3030164","9438","3196459","9777","4396643","11324","1238107","9335","326275","8112","17964","2409","N","N","83647","6853","160036","8770","358027","9424","4166730","6110","152099","7607","381580","11444","1565174","19174","1357365","18806","489852","13724","1327704","16248","952849","15848","5692944","21345","2280553","22986","6009518","14940","517050","13994","5492468","21105","77322","836","(X)","(X)","20.9","0.1","24.3","0.1","33.5","0.1","21.3","0.1","48.7","0.1","51.3","0.1","70.6","0.2","19.9","0.1","5.2","0.1","0.3","0.1","N","N","1.3","0.1","2.6","0.1","5.7","0.1","66.9","0.2","2.4","0.1","6.1","0.2","25.1","0.3","21.8","0.3","7.9","0.2","21.3","0.3","15.3","0.3","91.4","0.2","36.6","0.4","(X)","(X)","8.6","0.2","91.4","0.2","(X)","(X)"
"0400000US53","Washington","5409035","14907","1119528","7437","1373286","9183","1744732","7836","1171489","4077","2684022","8740","2725013","8683","4356305","11404","196882","5943","372706","8992","74306","4311","28779","2665","135003","8364","245054","9611","422059","9502","4116877","6919","104703","5678","283192","9154","1276192","19508","1348440","19080","554436","12936","1183019","15766","659053","13107","5021140","15903","1842072","18158","5303298","15246","465287","14758","4838011","20169","78896","932","(X)","(X)","20.7","0.1","25.4","0.1","32.3","0.1","21.7","0.1","49.6","0.1","50.4","0.1","80.5","0.2","3.6","0.1","6.9","0.2","1.4","0.1","0.5","0.1","2.5","0.2","4.5","0.2","7.8","0.2","76.1","0.2","1.9","0.1","5.2","0.2","23.6","0.3","24.9","0.4","10.3","0.2","21.9","0.3","12.2","0.2","92.8","0.2","34.1","0.3","(X)","(X)","8.8","0.3","91.2","0.3","(X)","(X)"
"0400000US54","West Virginia","1420289","2281","260574","2454","313826","2782","479807","2587","366082","1921","696420","2576","723869","2136","1337522","2392","52815","2314","7883","1691","N","N","N","N","3480","1093","15271","2046","14900","1892","1326824","1969","55030","3962","125735","7689","572183","10277","280843","8712","106020","6110","174132","6432","106346","6282","1239524","9273","280478","9412","1379381","2277","204002","9488","1175379","9887","48982","1141","(X)","(X)","18.3","0.2","22.1","0.2","33.8","0.2","25.8","0.1","49.0","0.1","51.0","0.1","94.2","0.2","3.7","0.2","0.6","0.1","N","N","N","N","0.2","0.1","1.1","0.1","1.0","0.1","93.4","0.2","3.9","0.3","8.9","0.5","40.3","0.7","19.8","0.6","7.5","0.4","12.3","0.5","7.5","0.4","87.3","0.6","19.7","0.7","(X)","(X)","14.8","0.7","85.2","0.7","(X)","(X)"
"0400000US55","Wisconsin","4412888","7908","880737","4480","1018138","5432","1503592","4588","1010421","2836","2172383","5430","2240505","5150","3914318","6601","258513","3533","82163","3364","N","N","N","N","54975","5336","61340","4389","191155","4499","3792071","3947","81894","3865","224219","7656","1366217","17347","998384","12876","459902","9237","869630","14376","412642","9064","4106775","11608","1282272","16555","4292455","8001","398198","10930","3894257","13235","64639","601","(X)","(X)","20.0","0.1","23.1","0.1","34.1","0.1","22.9","0.1","49.2","0.1","50.8","0.1","88.7","0.2","5.9","0.1","1.9","0.1","N","N","N","N","1.2","0.1","1.4","0.1","4.3","0.1","85.9","0.1","1.9","0.1","5.1","0.2","31.0","0.4","22.6","0.3","10.4","0.2","19.7","0.3","9.4","0.2","93.1","0.2","29.1","0.4","(X)","(X)","9.3","0.3","90.7","0.3","(X)","(X)"
"0400000US56","Wyoming","434852","2587","90057","2459","106773","2208","139611","2260","98411","1489","220281","2326","214571","2194","404270","2051","N","N","N","N","N","N","N","N","5738","1557","N","N","33380","2034","379616","863","5796","1190","19686","2745","132555","7000","112207","5112","48662","3839","75775","4684","40171","3112","409370","3682","115946","5443","423590","2588","40467","3951","383123","4343","65052","2178","(X)","(X)","20.7","0.5","24.6","0.5","32.1","0.5","22.6","0.4","50.7","0.4","49.3","0.4","93.0","0.5","N","N","N","N","N","N","N","N","1.3","0.4","N","N","7.7","0.4","87.3","0.5","1.3","0.3","4.5","0.6","30.5","1.6","25.8","1.2","11.2","0.9","17.4","1.1","9.2","0.7","94.1","0.7","26.7","1.2","(X)","(X)","9.6","0.9","90.4","0.9","(X)","(X)"
"0400000US72","Puerto Rico","2579596","4489","516634","1457","563268","2573","825956","2893","673738","1370","1206627","2330","1372969","3089","1683468","12768","319052","8326","3130","1176","N","N","N","N","394015","12050","177395","9797","2535771","5859","32866","4432","319033","9179","183512","6957","721499","12468","420365","11839","281766","10973","471277","12634","182144","8063","2077051","11267","653421","14287","2556211","4472","1035683","18161","1520528","18154","20499","373","(X)","(X)","20.0","0.1","21.8","0.1","32.0","0.1","26.1","0.1","46.8","0.1","53.2","0.1","65.3","0.5","12.4","0.3","0.1","0.1","N","N","N","N","15.3","0.5","6.9","0.4","98.3","0.2","1.3","0.2","12.4","0.4","7.1","0.3","28.0","0.5","16.3","0.5","10.9","0.4","18.3","0.5","7.1","0.3","80.5","0.4","25.3","0.6","(X)","(X)","40.5","0.7","59.5","0.7","(X)","(X)"
